-121.7242189,36.678869
-121.7241213,36.678869
-121.7239811,36.678869
-121.723802,36.678869
-121.7235036,36.678869
-121.7241439,36.67887994
-121.7239269,36.67887994
-121.7238151,36.67887994
-121.7236948,36.67887994
-121.7235982,36.67887994
-121.7241655,36.67889088
-121.7240921,36.67889088
-121.723869,36.67889088
-121.7236791,36.67889088
-121.7241547,36.67890182
-121.7239341,36.67890182
-121.7235934,36.67890182
-121.7234887,36.67890182
-121.7243459,36.67891276
-121.7240483,36.67891276
-121.7237127,36.67891276
-121.7235447,36.67891276
-121.7243952,36.67892369
-121.7242162,36.67892369
-121.7241247,36.67892369
-121.7240078,36.67892369
-121.7239307,36.67892369
-121.7238294,36.67892369
-121.7236577,36.67892369
-121.7235873,36.67892369
-121.7235,36.67892369
-121.7244257,36.67893463
-121.7242904,36.67893463
-121.7242131,36.67893463
-121.724117,36.67893463
-121.7237895,36.67893463
-121.7235654,36.67893463
-121.7244698,36.67894557
-121.7243745,36.67894557
-121.7242862,36.67894557
-121.7241408,36.67894557
-121.7238603,36.67894557
-121.7236202,36.67894557
-121.7235187,36.67894557
-121.7242022,36.67895651
-121.7239944,36.67895651
-121.723884,36.67895651
-121.7235529,36.67895651
-121.7234751,36.67895651
-121.7243647,36.67896745
-121.7240836,36.67896745
-121.7238199,36.67896745
-121.7235869,36.67896745
-121.7243405,36.67897839
-121.7241944,36.67897839
-121.7239727,36.67897839
-121.7236466,36.67897839
-121.7244716,36.67898933
-121.7243789,36.67898933
-121.7242328,36.67898933
-121.7241527,36.67898933
-121.7238181,36.67898933
-121.7236865,36.67898933
-121.7234922,36.67898933
-121.7244168,36.67900027
-121.7241838,36.67900027
-121.7239188,36.67900027
-121.7238504,36.67900027
-121.7237382,36.67900027
-121.7236241,36.67900027
-121.7235436,36.67900027
-121.7242073,36.67901121
-121.7240766,36.67901121
-121.7238479,36.67901121
-121.7235575,36.67901121
-121.7244375,36.67902215
-121.7241726,36.67902215
-121.7240853,36.67902215
-121.7237474,36.67902215
-121.7235158,36.67902215
-121.7243659,36.67903308
-121.724252,36.67903308
-121.7240982,36.67903308
-121.7238173,36.67903308
-121.7236604,36.67903308
-121.7235362,36.67903308
-121.7243965,36.67904402
-121.7240911,36.67904402
-121.7237968,36.67904402
-121.7235792,36.67904402
-121.7234788,36.67904402
-121.7244363,36.67905496
-121.7242495,36.67905496
-121.7241639,36.67905496
-121.7238777,36.67905496
-121.723703,36.67905496
-121.7244368,36.6790659
-121.7241101,36.6790659
-121.7238117,36.6790659
-121.7236919,36.6790659
-121.7236192,36.6790659
-121.724439,36.67907684
-121.7243013,36.67907684
-121.7240671,36.67907684
-121.7237559,36.67907684
-121.7236779,36.67907684
-121.723497,36.67907684
-121.7244675,36.67908778
-121.7241926,36.67908778
-121.7239888,36.67908778
-121.7236775,36.67908778
-121.7235074,36.67908778
-121.7243274,36.67909872
-121.7242368,36.67909872
-121.7240799,36.67909872
-121.7239371,36.67909872
-121.7238369,36.67909872
-121.7235327,36.67909872
-121.7244557,36.67910966
-121.7242143,36.67910966
-121.7241319,36.67910966
-121.7239616,36.67910966
-121.723835,36.67910966
-121.7237548,36.67910966
-121.7235351,36.67910966
-121.7243177,36.6791206
-121.7240522,36.6791206
-121.7238187,36.6791206
-121.7237381,36.6791206
-121.7242117,36.67913154
-121.724038,36.67913154
-121.7238564,36.67913154
-121.7236484,36.67913154
-121.7234636,36.67913154
-121.7242947,36.67914247
-121.7240273,36.67914247
-121.7238483,36.67914247
-121.7237591,36.67914247
-121.7236582,36.67914247
-121.7235863,36.67914247
-121.7244313,36.67915341
-121.724333,36.67915341
-121.7241566,36.67915341
-121.7240788,36.67915341
-121.7240073,36.67915341
-121.7239141,36.67915341
-121.7235745,36.67915341
-121.7244083,36.67916435
-121.7241508,36.67916435
-121.7238872,36.67916435
-121.7237401,36.67916435
-121.7236717,36.67916435
-121.7234885,36.67916435
-121.7244219,36.67917529
-121.7242047,36.67917529
-121.7241147,36.67917529
-121.7239299,36.67917529
-121.7236905,36.67917529
-121.7243945,36.67918623
-121.7240756,36.67918623
-121.7239741,36.67918623
-121.7238683,36.67918623
-121.7237603,36.67918623
-121.7234804,36.67918623
-121.7244313,36.67919717
-121.7243494,36.67919717
-121.72427,36.67919717
-121.7240976,36.67919717
-121.7238546,36.67919717
-121.7235523,36.67919717
-121.7234791,36.67919717
-121.7243225,36.67920811
-121.7240098,36.67920811
-121.7238241,36.67920811
-121.7235056,36.67920811
-121.7243571,36.67921905
-121.7240897,36.67921905
-121.7238188,36.67921905
-121.7237345,36.67921905
-121.7236553,36.67921905
